,id,catering,transportation,entertainment,healthcare
95,892664c13d3ffff,4,3,3,0
96,892664cac3bffff,5,0,2,0
97,892664c1663ffff,0,0,0,0
98,892664cad1bffff,2,0,0,0
99,892664cf6afffff,0,0,0,0
100,892664cf2bbffff,1,0,0,0
101,892664d8d4bffff,1,1,0,0
102,892664ca84fffff,1,1,0,0
103,892664cae0fffff,0,0,0,0
104,89275936983ffff,0,0,0,0
105,892664caa33ffff,0,0,0,0
106,892664ca517ffff,1,0,0,0
107,892664cf467ffff,1,1,1,0
108,892664ca077ffff,2,0,0,0
109,892664c106fffff,15,0,7,0
110,892664c1ed3ffff,4,0,2,0
111,892664c16a3ffff,8,12,3,1
112,892664cac83ffff,0,1,0,0
113,892664cac47ffff,1,0,0,0
114,892664ca5b3ffff,0,0,1,0
115,892664ca14fffff,1,0,0,0
116,892664ce267ffff,3,0,0,0
117,892664d9bcbffff,3,0,2,0
118,892664c1b0bffff,0,1,0,0
119,892664cd4cbffff,0,0,0,0
120,89275936d53ffff,0,0,0,0
121,892664ca567ffff,0,0,2,0
122,892664cad43ffff,1,0,0,0
123,892664ca693ffff,0,0,0,0
124,892664cc803ffff,0,0,0,0
125,892664cce7bffff,0,0,0,0
126,892664c10dbffff,4,0,0,0
127,892664ca10fffff,1,0,1,0
128,892664c80afffff,0,0,0,0
129,892664d8b5bffff,6,1,1,0
130,892664ca943ffff,5,0,0,1
131,892664c85b7ffff,0,0,0,0
132,892664cf247ffff,0,0,0,0
133,892664c1e8fffff,9,0,3,0
134,892664d8b93ffff,0,0,0,0
135,892664ca88bffff,1,0,0,0
136,892664cca6bffff,0,0,0,0
137,892664caad3ffff,0,0,0,0
138,892664d98a3ffff,0,0,0,0
139,892664ca363ffff,0,0,0,0
140,892664caecfffff,1,0,0,0
141,892664cab2bffff,0,0,1,0
142,892664cac63ffff,0,0,0,0
143,892664cac4bffff,0,0,0,0
144,892664d8b0bffff,5,2,0,0
145,892664ca613ffff,0,0,0,0
146,892664d81b7ffff,0,0,0,0
147,892664d8c5bffff,0,0,0,0
148,892664cf3bbffff,0,0,0,0
149,892664cc48fffff,0,0,0,0
150,892664d99abffff,0,0,0,0
151,892664cc217ffff,0,1,0,0
152,892664c1313ffff,0,0,0,0
153,892664d8903ffff,0,0,0,1
154,892664d9b03ffff,1,2,0,0
155,892664cf4afffff,9,0,0,1
156,892664d81afffff,0,0,0,0
157,892664ce377ffff,2,0,0,0
158,892664ca15bffff,1,0,0,0
159,892664cae17ffff,0,0,0,0
160,892664cab07ffff,0,0,0,0
161,892664cce4fffff,0,0,0,0
162,892664ce247ffff,0,0,0,0
163,892664cf553ffff,2,0,0,0
164,892664c1057ffff,19,0,2,2
165,892664c1293ffff,1,0,1,0
166,892664caaafffff,0,0,0,0
167,892664ca107ffff,1,0,2,0
168,892664ca1c7ffff,6,0,0,0
169,892664d8ebbffff,0,0,0,0
170,892664ccd77ffff,0,0,0,0
171,892664c1acfffff,16,1,0,0
172,892664cc847ffff,0,0,0,0
173,89266456137ffff,0,0,0,0
174,892664d8d6bffff,0,0,0,0
175,892664c859bffff,0,0,0,0
176,892664ca31bffff,0,0,0,0
177,892664c8dc7ffff,0,0,0,0
178,892664ca3a7ffff,0,0,0,0
179,892664ca673ffff,1,2,1,0
180,892664ca243ffff,0,0,0,0
181,892664c8827ffff,0,0,0,0
182,892664d8b17ffff,2,0,0,0
183,892664c1067ffff,3,0,0,0
184,892664ce203ffff,0,0,0,0
185,892664ca807ffff,0,0,0,0
186,892664d8c6fffff,1,13,1,0
187,892664d8e03ffff,0,0,0,0
188,892664d8e77ffff,0,0,0,0
189,892664d8a4fffff,0,0,0,0
190,892664cab8fffff,0,0,0,0
191,892664cf653ffff,2,1,0,1
192,892664ca20bffff,0,0,0,0
193,892664ca5a7ffff,0,0,0,0
194,892664d8c1bffff,7,1,7,0
195,892664cc54fffff,0,1,0,0
196,892664cf207ffff,0,0,0,0
197,892664c114fffff,0,0,0,0
198,892664c161bffff,6,0,0,0
199,892664c8687ffff,0,0,0,0
200,892664c808fffff,0,0,0,0
201,892664ca00bffff,1,2,2,0
202,892664cab87ffff,2,0,0,0
203,892664cd29bffff,0,0,0,0
204,892664ce347ffff,0,0,0,0
205,892664d8d5bffff,0,0,0,0
206,892664c12bbffff,1,0,0,0
207,892664cb5abffff,0,0,0,0
208,892664c8d97ffff,0,0,0,0
209,892664cad17ffff,0,0,0,0
210,89266452183ffff,0,4,0,0
211,892664c166bffff,4,8,2,0
212,892664ca537ffff,0,0,0,0
213,892664c8653ffff,0,0,0,0
214,892664cc953ffff,0,0,0,0
215,892664cddbbffff,0,0,0,0
216,892664cc5c7ffff,4,0,0,0
217,892664c1633ffff,10,3,6,0
218,892664c126bffff,3,0,2,0
219,892664cf44bffff,0,0,0,0
220,892664cc553ffff,5,0,0,0
221,892664d99cfffff,0,0,0,0
222,892664d8177ffff,0,0,0,0
223,892664c854bffff,0,0,0,0
224,892664ce207ffff,0,0,0,0
225,892664cf0cbffff,0,0,0,0
226,892664cf04bffff,0,0,0,0
227,892664cf527ffff,0,0,0,0
228,892664ccccfffff,0,0,0,0
229,892664c1617ffff,12,0,6,1
230,892664cf507ffff,0,0,0,0
231,892664c12b3ffff,4,0,3,0
232,892664d8b1bffff,0,0,0,0
233,892664c1643ffff,0,0,0,0
234,892664ce367ffff,1,0,0,0
235,892664cae2fffff,0,0,0,0
236,892664cf497ffff,0,0,0,0
237,892664c1e13ffff,17,0,1,0
238,892664c102fffff,2,1,0,0
239,892664d89cfffff,23,1,1,4
240,892664ca2d7ffff,1,0,0,0
241,892664cc4afffff,0,0,0,0
242,892664ccc07ffff,0,0,0,0
243,892664c13cfffff,1,0,0,1
244,892664c81b7ffff,0,0,0,0
245,892664d88dbffff,0,0,0,0
246,892664d8c27ffff,1,1,1,0
247,892664cac0bffff,0,0,0,0
248,892664cf683ffff,3,0,1,1
249,892664caccfffff,2,0,0,0
250,892664ca583ffff,0,0,0,0
251,892664c16c7ffff,0,0,0,0
252,8927593697bffff,0,0,0,0
253,892664d9a1bffff,0,0,0,0
254,892664c13afffff,0,0,0,0
255,892664520afffff,0,0,0,0
256,892664cb1a7ffff,0,0,0,0
257,892664d8d6fffff,0,1,0,0
258,892664c84d3ffff,0,1,0,0
259,892664cf0c3ffff,0,0,1,0
260,892664c144fffff,1,0,0,0
261,892664c1327ffff,1,0,0,0
262,892664d9857ffff,0,0,0,0
263,892664d8e6bffff,0,0,0,0
264,892664ce36fffff,3,0,0,1
265,892664ca44fffff,0,0,0,0
266,892664d8c03ffff,5,0,1,0
267,892664ca453ffff,0,0,0,0
268,892664d8ad7ffff,1,0,0,0
269,892664ca54fffff,0,0,0,0
270,892664d9b43ffff,0,0,0,0
271,892664ce24fffff,0,0,0,0
272,892664d8e93ffff,0,0,0,0
273,892664c1e33ffff,9,1,3,2
274,892664d896fffff,0,0,0,0
275,892664c1e5bffff,2,0,0,0
276,892664d8923ffff,2,0,0,0
277,892664d8913ffff,0,0,0,0
278,892664d8c3bffff,7,0,1,1
279,892664cdb0fffff,0,0,0,0
280,89266452c87ffff,0,0,0,0
281,892664cd3b3ffff,0,0,0,0
282,892664d8327ffff,0,0,0,0
283,892664ca8c7ffff,0,0,0,0
284,892664c1a87ffff,27,34,1,4
285,892664c1e2fffff,19,4,2,2
286,892664c163bffff,1,0,0,0
287,892664cc4dbffff,0,0,0,0
288,892664cad57ffff,2,0,1,0
289,892664cd6cfffff,0,0,0,0
290,892664cc8b3ffff,0,0,0,0
291,892664562dbffff,0,0,0,0
292,892664d8133ffff,0,0,0,0
293,892664d8ba3ffff,2,0,0,0
294,892664cb09bffff,0,0,0,0
295,892664ca3b3ffff,0,0,0,0
296,892664d8b77ffff,4,0,3,0
297,892664c10d3ffff,4,0,2,0
298,892664caca3ffff,0,0,0,0
299,892664d8c53ffff,9,1,1,0
300,892664ca41bffff,2,0,0,0
301,892664cab57ffff,0,0,0,0
302,892664d9b83ffff,0,1,0,0
303,892664ca483ffff,0,1,0,0
304,892664cf5cfffff,0,0,0,0
305,89266419157ffff,0,0,0,0
306,892664cf513ffff,0,0,0,0
307,892664ca2a3ffff,0,0,0,0
308,89275936bb3ffff,0,0,0,0
309,892664cb4abffff,0,0,0,0
310,892664c1a07ffff,6,0,1,0
311,892664c8d6bffff,0,0,0,0
312,892664c1677ffff,1,3,0,0
313,892664ca467ffff,0,2,0,0
314,892664cf12bffff,0,1,0,0
315,892664d8a0fffff,0,0,0,0
316,892664cf5afffff,0,0,0,0
317,892664ca053ffff,2,2,2,0
318,892664ce227ffff,0,0,0,0
319,892664c168fffff,0,2,1,0
320,892664c1eabffff,19,0,1,1
321,892664c1047ffff,1,0,1,0
322,892664ca597ffff,0,0,1,0
323,892664caea3ffff,2,0,0,0
324,892664c12d7ffff,1,0,0,1
325,892664ca6afffff,0,0,0,0
326,892664ca86fffff,0,0,0,0
327,892664cc527ffff,0,0,0,0
328,892664caaa7ffff,0,0,0,0
329,892664d9937ffff,0,0,0,0
330,892664c100bffff,9,1,3,0
331,892664c1233ffff,0,0,0,0
332,892664cacdbffff,1,0,2,0
333,892664ca9bbffff,0,0,0,0
334,892664ce34fffff,0,0,0,0
335,892664cae9bffff,1,0,1,0
336,892664d9d27ffff,0,0,0,0
337,892664d8a67ffff,0,1,0,0
338,892664cc62fffff,0,0,0,0
339,892664ca913ffff,0,0,0,0
340,892664c1adbffff,27,4,3,0
341,892664c1b47ffff,1,0,1,0
342,892664cc563ffff,1,0,0,0
343,892664cac9bffff,0,0,1,0
344,892664c101bffff,3,0,2,0
345,892664d8833ffff,4,0,1,0
346,89266452dabffff,0,0,0,0
347,892664ca1abffff,0,0,0,0
348,892664ca0a7ffff,0,0,1,0
349,892664d8d7bffff,0,1,0,0
350,892664d8e57ffff,0,0,0,0
351,892664ca177ffff,6,0,3,0
352,892664ca033ffff,1,0,0,0
353,892664cb4cfffff,0,0,0,0
354,892664d8ccfffff,0,0,0,0
355,892664ce35bffff,2,0,0,1
356,892664c1377ffff,1,0,0,0
357,892664c1333ffff,0,0,0,0
358,892664d8a37ffff,4,0,1,0
359,892664c129bffff,6,0,3,0
360,89266452147ffff,0,0,0,0
361,892664d8ed7ffff,0,0,0,0
362,89275936bc7ffff,0,0,0,0
363,892664c8557ffff,0,0,0,0
364,892664cb5b7ffff,0,0,0,0
365,892664cf413ffff,0,0,1,0
366,892664cab63ffff,0,0,0,0
367,892759369bbffff,0,0,0,0
368,892664c1267ffff,1,0,0,0
369,892664ca51bffff,0,0,0,0
370,892664c108fffff,0,0,0,0
371,892664cc5cfffff,4,0,0,0
372,892664cc0d3ffff,0,0,0,0
373,892664ccd97ffff,0,0,0,0
374,892664d88bbffff,0,0,0,0
375,892664c13b7ffff,3,0,0,1
376,892664c16abffff,3,6,0,0
377,892664ca1cfffff,11,0,2,1
378,89266456067ffff,0,0,0,0
379,892664ca123ffff,0,0,0,0
380,892664d992fffff,0,0,0,0
381,892664d8b87ffff,2,0,0,0
382,89266419607ffff,0,0,0,0
383,892664cc57bffff,0,0,0,0
384,892664cae4fffff,0,0,0,0
385,892664c10d7ffff,0,0,1,1
386,892664ca897ffff,0,0,1,0
387,892664ca4d7ffff,5,0,0,0
388,892664c12dbffff,0,0,0,0
389,892664d8813ffff,0,0,0,1
390,892664ca383ffff,6,0,0,1
391,892664ca4afffff,1,0,0,0
392,892664ca5bbffff,2,0,0,0
393,892664ca07bffff,1,0,0,0
394,892664d8aa7ffff,1,0,1,0
395,892664ca4d3ffff,2,0,0,0
396,892664cae7bffff,0,0,0,0
397,8926641962fffff,0,0,0,0
398,892664cf443ffff,1,0,0,0
399,892664cad8bffff,1,1,2,0
400,892664c1607ffff,7,0,11,0
401,892664c144bffff,0,1,0,0
402,892664ca883ffff,0,0,0,0
403,892664d8b37ffff,0,0,0,0
404,892664d8cd3ffff,1,0,0,0
405,892664d8cc7ffff,0,1,0,0
406,892759340a3ffff,0,0,0,0
407,892664ca12fffff,0,0,0,0
408,892664529dbffff,0,0,0,0
409,892664c8c97ffff,1,0,0,1
410,892664cca2bffff,0,0,0,0
411,892664d8e1bffff,0,0,0,0
412,892664d895bffff,0,0,0,0
413,892664c1aa7ffff,0,0,0,0
414,892664ca3cfffff,0,0,0,0
415,892664d9993ffff,0,0,0,0
416,892664cd08bffff,0,0,0,0
417,892664cc58fffff,0,0,0,0
418,892664cf213ffff,0,0,0,0
419,892664cf55bffff,0,0,0,0
420,8926645757bffff,0,0,0,0
421,892664cac8bffff,1,0,1,0
422,892664cac6bffff,5,9,4,1
423,892664c13bbffff,1,1,1,0
424,892664d997bffff,0,0,0,0
425,892664ca217ffff,0,0,0,0
426,892664ca16bffff,4,0,1,0
427,892664c16bbffff,3,19,3,0
428,892664cea67ffff,0,0,0,0
429,892664cc46fffff,1,0,1,0
430,892664ca82fffff,0,0,0,0
431,892664d9aa3ffff,0,0,0,0
432,892664ccc2bffff,0,0,0,0
433,892664c1e0fffff,34,2,9,1
434,892664d8b23ffff,0,0,2,0
435,892664ccb73ffff,0,0,0,0
436,892664ca427ffff,0,0,0,0
437,892664cf57bffff,4,0,2,0
438,892664cc687ffff,0,0,0,0
439,892664cb593ffff,0,0,0,0
440,892664ca6b7ffff,0,0,0,0
441,892664c1ec7ffff,19,0,2,1
442,892664cac2bffff,5,0,2,1
443,892664cf017ffff,0,0,0,0
444,892664ca9c3ffff,1,0,0,0
445,89266457013ffff,0,0,0,0
446,892664ccc7bffff,0,0,0,0
447,892664d8977ffff,5,0,2,0
448,892664ca223ffff,0,0,0,0
449,892664ca4bbffff,0,0,0,0
450,892664ca323ffff,0,0,1,0
451,892664cf1d7ffff,0,0,0,0
452,892664c8317ffff,0,0,0,0
453,892664cc9b7ffff,0,0,0,0
454,892664cd96fffff,0,0,0,0
455,892664c1a8bffff,21,9,2,2
456,892664ca103ffff,7,2,9,1
457,892664c1693ffff,2,13,0,1
458,892664d888fffff,0,0,0,0
459,892664d8c23ffff,1,0,0,0
460,892664ca937ffff,0,0,0,0
461,892664cf53bffff,0,0,0,0
462,892664ce2c7ffff,0,0,0,0
463,892664cf68bffff,0,0,0,0
464,892664cd043ffff,0,0,0,0
465,89275934333ffff,0,3,0,0
466,892664cd897ffff,0,0,0,0
467,892664c167bffff,3,8,2,0
468,892664d88a7ffff,0,0,0,0
469,892664cc3b3ffff,0,0,0,0
470,892664ca963ffff,0,0,0,0
471,892664d8a83ffff,0,0,0,0
472,892664ca147ffff,0,0,0,0
473,892664cb567ffff,0,0,0,0
474,892664ca163ffff,4,0,0,0
475,892664cf50fffff,2,2,0,0
476,892664cae33ffff,1,0,0,0
477,892664c8cb7ffff,0,0,0,0
478,892664caabbffff,0,1,0,0
479,892664cb58fffff,1,0,0,0
480,892664d8893ffff,0,0,0,0
481,892664cf66bffff,0,0,0,0
482,892664ca5abffff,6,0,1,0
483,892664cf01bffff,0,0,0,0
484,892664cb5c7ffff,0,0,0,0
485,892664cac67ffff,0,0,1,0
486,892664d8c7bffff,2,0,0,1
487,892664d894fffff,4,0,0,0
488,892664c124bffff,0,0,0,0
489,892664d8847ffff,0,0,0,0
490,892664d8aabffff,1,0,1,0
491,892664ca6bbffff,0,0,0,0
492,892664cf193ffff,0,0,0,0
493,892664d9b6bffff,0,0,0,0
494,892664cc573ffff,0,0,0,0
495,89275934ed3ffff,0,1,0,0
496,892664ca993ffff,0,0,1,0
497,892664c1657ffff,0,0,0,0
498,892664c1257ffff,0,1,0,0
499,892664d83b7ffff,0,0,0,0
500,892664cde57ffff,0,0,0,0
501,892664cf1bbffff,0,0,0,0
502,892664cf457ffff,0,0,0,0
