,id,catering,transportation,entertainment,healthcare
0,85266457fffffff,170,31,13,23
1,852664c3fffffff,1593,548,413,77
2,85275937fffffff,368,970,40,24
3,852664cbfffffff,1063,378,306,106
4,852664cffffffff,440,85,93,28
5,85266453fffffff,298,176,34,45
6,8526641bfffffff,38,37,6,6
7,852664dbfffffff,755,151,129,69
